instruction,intent
"I have made a mistake and I transferred money to the wrong account , I got to cancel a bank transfer",transfer_info
i have to cancel a fucking bank transfer i needd help,transfer_info
"I have to cancel a transfer to a contact, how could I do it?",transfer_info
"I have transferred money to the wrong acconut, I'd like to cancel a bank transfer",transfer_info
"I would like to cancel a bank transfer, how to do it?",transfer_info
wanna cancel a fucking baank transfer to a contact,transfer_info
"I have made a mistake and I ahve transferred money to the wrong account, I need help canceling a bank transfer",transfer_info
"I have made a mistake and I have transferred money to the wrong account, I need help to cancel a transfer",transfer_info
i hae made a mistake and i transferred money to the wrong account i need assistance to cancel a transfer,transfer_info
"I made a mistake and I have transferred money to the wrong account, could you help me cancel a transfer?",transfer_info
"I have transferred money to the wrong account, I need assistance cancelling a bank transfer",transfer_info
"I have made a mistake and I have transferred money to the wrong account, where could I cancel a bank transfer?",transfer_info
"I have made a mistake and I transferred money to tye wrong account, cancel a transfer",transfer_info
"I'd like to cancel a transfer to a contact , I need assistance",transfer_info
"I got to cancel a fucking bank transfer to a contact, I need helpo",transfer_info
i made a mistake and i transferred money to the wrong account i got to cancel a transfer,transfer_info
"I made a mistake, could I cancel a transfer?",transfer_info
"I made a mistake and I have transferred money to the wrong account , could you help me to cancel a bank transfer?",transfer_info
i made a mistake and i transferred money to the wrong account i need help cancelling a bank transfer,transfer_info
"I have made a mistake and I transferred money to the wrong account, can you help me cancel a transfer?",transfer_info
"I have made a mistake and I transferred money to the wrong account, where can I cancel a transfer?",transfer_info
i need assistance canceling a fucking bank trnasfer to a contact,transfer_info
"I want to cancel a transfer, how do I do it?",transfer_info
"I got to cancel a fucking bank tranafer, can you help me?",transfer_info
"I have to cancel a fucking bank transfer, will you help me?",transfer_info
I need to cancel a fuckikng bank transfer,transfer_info
"I need to czncel a fucking bank transfer to a contact, could you help me?",transfer_info
i made a mistake i need help to cancel a bank transfer,transfer_info
i got to cancel a transfer were could i do it,transfer_info
id like to cancel a bank transfer to a contact how do i do it,transfer_info
I want assistance canceling a fucking bank transfer,transfer_info
I need asisstance to cancel a fucking bank transfer to a contact,transfer_info
need to cancel a transfer to a contact can ya help me,transfer_info
i made a mistake and i transferred money tothe wrong account i need assistance canceling a bank transfer,transfer_info
i have made a mistake and i transferred money to the wrong account i wanna cancel a bank transfer,transfer_info
wanna cancel a fucking bank transer how could i do it,transfer_info
"I have transferred money to the wrong account, where could I cancel a transfer?",transfer_info
"I have made a mistake , could you help me to cancel a transfer?",transfer_info
cancel a bank trnasfer to a contact,transfer_info
could i cancel a bank transfer to a cntact,transfer_info
"I got to cancel an transfer, where do I do it?",transfer_info
"I made a mistake, help me cancelling a transfer",transfer_info
help me cancel a bank transfer to a contact,transfer_info
"I have made a mistake and I transferred money to the wrong account, could you help me cancelling a transfer?",transfer_info
"I have made a mistake, how do I cancel a bank transfer?",transfer_info
wanna cancel a ttransfer to a contact where do i do it,transfer_info
id like to cancel a fucking bank transfer to a contactg how could i do it,transfer_info
wanna cancel a fucking bank transfer couldya help me,transfer_info
i have to cancel a fucking bank transfer to a contct i need assistance,transfer_info
can ya help me cancle a bank transfer,transfer_info
"I made a mistake and I transferred money to the wrong account, can you help me to cancel a transfer?",transfer_info
I need help canceling a fucking bank transfer,transfer_info
"I made a mistake and I transferred money to the wrong acclunt, I need help cancelling a transfer",transfer_info
i transferred money to the wrong account could i cancel a transfer,transfer_info
i made a mistake and i have transferred money to the wrong account i want help to canel a bank transfer,transfer_info
"I need to cancel a transfer to a contact, were can I do it?",transfer_info
"I have made a mistake, help me cancel a transfer",transfer_info
"I have made an mistake, how do I cancel a bank transfer?",transfer_info
i have made a mistake i got to cancel a transfer,transfer_info
"I transferred money to the wrong account, help me cancelling a transfer",transfer_info
wanna cancel a transfer to a contact where can i do it,transfer_info
"I made a mistake and I have transferred money to the wrong account, I need assistance canceling a transfer",transfer_info
id like to cancel a fucking bank transfer where can i do it,transfer_info
"I have made a mistake and I have transferred money to the wrong account, I want help cancelling a bank transfer",transfer_info
i made a mistake I'd like to cncel a transfer,transfer_info
"I got to cancel a fucking bank transfer to a contact, how to do it?",transfer_info
"I have made a mistake and I transferred money to the wrong account, I need help to cancel a transfer",transfer_info
"I need to cancel a bank transfer, will you hedlp me?",transfer_info
"I have transferred money to the wrong account, how can I cancel a bank transfer?",transfer_info
i got to cancel a transfer to a contact whwre to do it,transfer_info
i made a mistake and i have transferred money to the wrong account help me cancelling a bank transfer,transfer_info
i have made a mistake is it possible to cancel a transfer,transfer_info
i transferred money to the wrong account can ya help me to cancel a bank transfer,transfer_info
